Chr	NeBurnIn	nBottleneck	nGenBottleneck	nGenBreed	nBreed	SNPchipRefPop	Chr_specific_recomb_rate	Mutations	Sim_F_ROH	F_ROH_CI	Sim_ROH_hotspot_thr	ROH_hotspot_thr_CI	H_e_No_MAF	H_e_No_MAF_ci	H_e_5th_perc_No_MAF	H_e_MAF_0_05	H_e_MAF_0_05_ci	H_e_5th_perc_MAF_0_05	Sim_Cost_Result
chr3	6995	9	1	90	300	last_breed_formation_generation	False	TRUE	0.179	(0.172, 0.186)	0.36	(0.338, 0.382)	0.22242	(0.2197, 0.22514)	0.0873	0.34605	(0.34418, 0.34792)	0.21866	2.18078
chr3	6790	7	1	84	280	last_breed_formation_generation	False	TRUE	0.201	(0.192, 0.211)	0.402	(0.363, 0.441)	0.2366	(0.23356, 0.23965)	0.09777	0.35042	(0.34785, 0.35299)	0.22815	1.54513
chr1	7000	5	1	97	250	last_breed_formation_generation	False	TRUE	0.25	(0.241, 0.259)	0.522	(0.48, 0.563)	0.24207	(0.23816, 0.24598)	0.0916	0.35977	(0.35675, 0.3628)	0.22187	0.75488
chr1	6670	8	2	92	320	last_breed_formation_generation	False	TRUE	0.22	(0.209, 0.23)	0.482	(0.45, 0.514)	0.21777	(0.21472, 0.22083)	0.07861	0.35129	(0.34893, 0.35365)	0.21956	1.33949
chr21	6475	5	1	88	305	last_breed_formation_generation	False	TRUE	0.224	(0.212, 0.237)	0.435	(0.401, 0.469)	0.25289	(0.24758, 0.25821)	0.10885	0.35879	(0.35474, 0.36285)	0.23164	1.1653
chr1	6790	11	1	82	290	last_breed_formation_generation	False	TRUE	0.171	(0.165, 0.178)	0.362	(0.332, 0.393)	0.2165	(0.21443, 0.21858)	0.08997	0.34022	(0.33823, 0.3422)	0.21646	2.4442
chr2	6570	7	1	101	270	last_breed_formation_generation	False	TRUE	0.218	(0.207, 0.229)	0.476	(0.425, 0.527)	0.22511	(0.22112, 0.2291)	0.08162	0.35269	(0.34965, 0.35574)	0.21988	1.34301
chr3	6685	9	1	94	260	last_breed_formation_generation	False	TRUE	0.208	(0.20, 0.216)	0.446	(0.403, 0.489)	0.21471	(0.21107, 0.21834)	0.07839	0.34755	(0.34483, 0.35027)	0.21607	1.7449
chr1	4490	34	1	85	280	last_breed_formation_generation	False	TRUE	0.153	(0.149, 0.157)	0.301	(0.277, 0.325)	0.17242	(0.17133, 0.17351)	0.05498	0.33282	(0.33173, 0.3339)	0.19866	3.75458
chr1	6390	5	2	90	295	last_breed_formation_generation	False	TRUE	0.279	(0.266, 0.293)	0.594	(0.544, 0.644)	0.22965	(0.2248, 0.23451)	0.07332	0.35974	(0.35664, 0.36284)	0.21341	1.48262
chr3	6875	7	1	96	275	last_breed_formation_generation	False	TRUE	0.212	(0.202, 0.221)	0.448	(0.411, 0.485)	0.22954	(0.22618, 0.2329)	0.08598	0.35058	(0.34832, 0.35283)	0.22068	1.35304
chr1	2060	7	1	93	310	last_breed_formation_generation	False	TRUE	0.215	(0.206, 0.223)	0.504	(0.45, 0.558)	0.23225	(0.22924, 0.23525)	0.07545	0.34899	(0.34658, 0.35139)	0.20546	1.08656
chr1	6770	5	2	87	285	last_breed_formation_generation	False	TRUE	0.29	(0.276, 0.304)	0.616	(0.563, 0.67)	0.22675	(0.22139, 0.23211)	0.06794	0.3647	(0.36225, 0.36716)	0.21723	1.79254
chr3	6570	9	1	98	255	last_breed_formation_generation	False	TRUE	0.203	(0.196, 0.21)	0.437	(0.404, 0.47)	0.21637	(0.21434, 0.2184)	0.07929	0.34945	(0.34737, 0.35153)	0.21844	1.70914
chr1	3655	7	1	89	300	last_breed_formation_generation	False	TRUE	0.205	(0.195, 0.215)	0.406	(0.372, 0.439)	0.23477	(0.23066, 0.23887)	0.08835	0.34747	(0.3451, 0.34984)	0.21362	1.52301
chr9	6885	5	4	86	335	last_breed_formation_generation	False	TRUE	0.407	(0.367, 0.448)	0.792	(0.714, 0.871)	0.18979	(0.17659, 0.20298)	0.03451	0.36209	(0.35267, 0.37151)	0.1959	5.1095
chr1	6270	10	1	91	270	last_breed_formation_generation	False	TRUE	0.196	(0.192, 0.201)	0.436	(0.393, 0.479)	0.21316	(0.21116, 0.21515)	0.0795	0.34322	(0.34145, 0.34498)	0.21441	1.89676
chr28	6670	7	1	83	290	last_breed_formation_generation	False	TRUE	0.204	(0.189, 0.219)	0.379	(0.324, 0.434)	0.23601	(0.23071, 0.2413)	0.09973	0.34971	(0.34634, 0.35307)	0.23082	1.82872
chr3	7000	5	2	94	245	last_breed_formation_generation	False	TRUE	0.306	(0.286, 0.326)	0.67	(0.605, 0.734)	0.21998	(0.21357, 0.2264)	0.0575	0.36509	(0.36057, 0.3696)	0.21489	2.43632
chr1	6450	59	1	85	280	last_breed_formation_generation	False	TRUE	0.142	(0.137, 0.147)	0.291	(0.254, 0.329)	0.15718	(0.15586, 0.15849)	0.04549	0.33036	(0.32941, 0.33131)	0.19247	4.38608
chr1	6775	9	2	89	265	last_breed_formation_generation	False	TRUE	0.245	(0.229, 0.261)	0.532	(0.468, 0.595)	0.20296	(0.19861, 0.20731)	0.06343	0.35353	(0.35076, 0.35629)	0.21367	1.63936
chr3	6585	7	1	108	295	last_breed_formation_generation	False	TRUE	0.211	(0.201, 0.22)	0.468	(0.419, 0.518)	0.22577	(0.22231, 0.22924)	0.08193	0.35204	(0.34973, 0.35435)	0.21871	1.41735
chr1	6865	65	1	81	315	last_breed_formation_generation	False	TRUE	0.128	(0.126, 0.131)	0.245	(0.232, 0.259)	0.15746	(0.15648, 0.15844)	0.04864	0.3262	(0.32482, 0.32758)	0.1919	4.53447
chr20	6695	29	1	96	275	last_breed_formation_generation	False	TRUE	0.163	(0.156, 0.17)	0.343	(0.303, 0.384)	0.17469	(0.17269, 0.1767)	0.0633	0.33709	(0.33493, 0.33925)	0.21055	3.57179
chr1	6490	5	1	92	305	last_breed_formation_generation	False	TRUE	0.24	(0.227, 0.254)	0.509	(0.45, 0.568)	0.24565	(0.2408, 0.2505)	0.09581	0.35674	(0.35314, 0.36033)	0.22052	0.78788
chr3	6795	45	1	88	285	last_breed_formation_generation	False	TRUE	0.147	(0.144, 0.151)	0.282	(0.261, 0.303)	0.16478	(0.16368, 0.16589)	0.04873	0.33304	(0.33148, 0.3346)	0.19528	4.0418
chr1	6585	8	2	105	265	last_breed_formation_generation	False	TRUE	0.251	(0.239, 0.262)	0.573	(0.526, 0.62)	0.20524	(0.20167, 0.2088)	0.06134	0.35696	(0.35438, 0.35954)	0.21344	1.50521
chr1	6385	13	3	84	290	last_breed_formation_generation	False	TRUE	0.213	(0.201, 0.225)	0.473	(0.418, 0.529)	0.19395	(0.19088, 0.19702)	0.06222	0.34826	(0.34605, 0.35047)	0.21208	2.09393
chr38	6890	11	1	99	275	last_breed_formation_generation	False	TRUE	0.195	(0.184, 0.206)	0.347	(0.306, 0.387)	0.20996	(0.20677, 0.21314)	0.08653	0.34535	(0.34108, 0.34962)	0.22378	2.46317
chr3	6700	5	1	101	255	last_breed_formation_generation	False	TRUE	0.251	(0.24, 0.263)	0.552	(0.493, 0.611)	0.23879	(0.2346, 0.24297)	0.08418	0.3585	(0.35582, 0.36118)	0.21955	0.81307
chr1	6775	7	1	91	300	last_breed_formation_generation	False	TRUE	0.21	(0.20, 0.219)	0.469	(0.43, 0.509)	0.23232	(0.22855, 0.23609)	0.09039	0.34838	(0.34679, 0.34997)	0.22027	1.26297
chr1	6605	9	2	95	285	last_breed_formation_generation	False	TRUE	0.225	(0.212, 0.239)	0.491	(0.441, 0.541)	0.20797	(0.2037, 0.21224)	0.06987	0.35133	(0.34885, 0.35381)	0.21534	1.5834
chr3	7000	5	1	87	325	last_breed_formation_generation	False	TRUE	0.226	(0.216, 0.235)	0.462	(0.428, 0.497)	0.25238	(0.2488, 0.25595)	0.10527	0.35433	(0.35035, 0.35831)	0.22489	0.94155
chr21	6890	7	1	93	265	last_breed_formation_generation	False	TRUE	0.22	(0.206, 0.233)	0.465	(0.416, 0.514)	0.22988	(0.22577, 0.23399)	0.09024	0.34901	(0.34644, 0.35157)	0.22099	1.29849
chr1	6470	5	11	82	295	last_breed_formation_generation	False	TRUE	0.692	(0.661, 0.722)	1	(1.00, 1.00)	0.09919	(0.0895, 0.10889)	0	0.36499	(0.35532, 0.37466)	0.15245	11.1672
chr1	6255	9	1	89	310	last_breed_formation_generation	False	TRUE	0.175	(0.17, 0.18)	0.367	(0.337, 0.397)	0.22601	(0.2243, 0.22773)	0.0933	0.34233	(0.34059, 0.34406)	0.21965	2.13022
chr3	6710	7	1	86	275	last_breed_formation_generation	False	TRUE	0.211	(0.201, 0.22)	0.446	(0.396, 0.495)	0.23046	(0.22621, 0.2347)	0.08912	0.34937	(0.34721, 0.35152)	0.21956	1.43381
chr1	6570	11	2	91	285	last_breed_formation_generation	False	TRUE	0.214	(0.203, 0.225)	0.449	(0.407, 0.49)	0.20225	(0.19899, 0.20552)	0.0685	0.34918	(0.34767, 0.3507)	0.21194	1.93037
chr2	7000	5	1	97	245	last_breed_formation_generation	False	TRUE	0.252	(0.236, 0.267)	0.53	(0.479, 0.582)	0.23889	(0.23276, 0.24502)	0.08521	0.35711	(0.35398, 0.36025)	0.21673	0.96904
chr1	6770	7	1	84	275	last_breed_formation_generation	False	TRUE	0.211	(0.202, 0.219)	0.448	(0.406, 0.491)	0.23254	(0.22928, 0.2358)	0.09458	0.3497	(0.3474, 0.352)	0.22402	1.31509
chr3	6670	9	1	95	300	last_breed_formation_generation	False	TRUE	0.183	(0.177, 0.19)	0.368	(0.327, 0.41)	0.22256	(0.22029, 0.22482)	0.08831	0.3463	(0.34461, 0.34798)	0.21849	2.17859
chr1	6870	5	1	125	290	last_breed_formation_generation	False	TRUE	0.241	(0.23, 0.252)	0.554	(0.511, 0.596)	0.23503	(0.23078, 0.23927)	0.08122	0.35959	(0.35747, 0.3617)	0.21512	0.69726
chr1	7000	7	2	118	315	last_breed_formation_generation	False	TRUE	0.246	(0.234, 0.259)	0.536	(0.493, 0.578)	0.2105	(0.20591, 0.21509)	0.06429	0.3592	(0.35601, 0.36239)	0.21523	1.36935
chr3	6870	5	1	102	300	last_breed_formation_generation	False	TRUE	0.223	(0.212, 0.235)	0.455	(0.415, 0.495)	0.24792	(0.24366, 0.25219)	0.09805	0.35977	(0.35694, 0.36261)	0.22761	0.99144
chr1	6880	8	1	103	260	last_breed_formation_generation	False	TRUE	0.216	(0.208, 0.223)	0.465	(0.413, 0.516)	0.21875	(0.21626, 0.22123)	0.07891	0.35245	(0.35042, 0.35449)	0.21921	1.46449
chr1	6890	7	1	87	290	last_breed_formation_generation	False	TRUE	0.204	(0.196, 0.212)	0.421	(0.386, 0.457)	0.23413	(0.23114, 0.23713)	0.09566	0.34996	(0.34806, 0.35186)	0.22536	1.43788
chr28	6780	5	2	80	305	last_breed_formation_generation	False	TRUE	0.297	(0.268, 0.326)	0.559	(0.474, 0.644)	0.2286	(0.21887, 0.23833)	0.07694	0.35986	(0.35434, 0.36537)	0.21719	2.00718
chr3	6890	10	1	129	325	last_breed_formation_generation	False	TRUE	0.188	(0.183, 0.194)	0.408	(0.377, 0.438)	0.20825	(0.20646, 0.21003)	0.0702	0.34779	(0.34608, 0.34949)	0.21319	2.15533
chr9	2910	7	12	82	270	last_breed_formation_generation	False	TRUE	0.674	(0.633, 0.715)	0.995	(0.984, 1.005)	0.09504	(0.08284, 0.10724)	0.00037	0.35746	(0.34584, 0.36908)	0.15152	11.21154
chr1	6645	14	1	85	285	last_breed_formation_generation	False	TRUE	0.171	(0.165, 0.178)	0.387	(0.342, 0.432)	0.20452	(0.20254, 0.20651)	0.07794	0.3376	(0.33585, 0.33934)	0.21112	2.67022
chr20	6395	5	6	129	295	last_breed_formation_generation	False	TRUE	0.474	(0.442, 0.506)	0.95	(0.92, 0.981)	0.15566	(0.14682, 0.16451)	0.00269	0.36932	(0.36055, 0.3781)	0.17071	6.96483
chr1	955	9	1	88	275	last_breed_formation_generation	False	TRUE	0.222	(0.213, 0.232)	0.5	(0.456, 0.545)	0.21858	(0.21581, 0.22134)	0.06184	0.34418	(0.34211, 0.34624)	0.19438	1.27502
chr3	6785	7	1	130	260	last_breed_formation_generation	False	TRUE	0.24	(0.229, 0.25)	0.573	(0.507, 0.639)	0.21128	(0.20728, 0.21528)	0.06039	0.35574	(0.3535, 0.35798)	0.21063	1.30367
chr1	6545	5	2	89	310	last_breed_formation_generation	False	TRUE	0.278	(0.253, 0.303)	0.591	(0.521, 0.661)	0.23111	(0.22258, 0.23965)	0.07618	0.36136	(0.35708, 0.36564)	0.21762	1.70896
chr1	6885	11	1	127	280	last_breed_formation_generation	False	TRUE	0.21	(0.205, 0.216)	0.495	(0.458, 0.532)	0.19887	(0.1973, 0.20044)	0.06371	0.3482	(0.34677, 0.34962)	0.21091	1.73518
chr3	6680	7	1	128	295	last_breed_formation_generation	False	TRUE	0.217	(0.208, 0.227)	0.479	(0.436, 0.522)	0.21785	(0.2143, 0.22139)	0.07205	0.35287	(0.3507, 0.35504)	0.2099	1.42843
chr1	6790	9	1	86	255	last_breed_formation_generation	False	TRUE	0.206	(0.197, 0.214)	0.426	(0.386, 0.467)	0.2186	(0.21609, 0.22111)	0.08452	0.34785	(0.34616, 0.34954)	0.21771	1.738
chr1	6510	5	14	83	285	last_breed_formation_generation	False	TRUE	0.764	(0.717, 0.811)	1	(1.00, 1.00)	0.07445	(0.05962, 0.08929)	0	0.37516	(0.35962, 0.39069)	0.16313	13.20346
chr38	6660	7	7	90	270	last_breed_formation_generation	False	TRUE	0.466	(0.401, 0.532)	0.742	(0.662, 0.821)	0.15391	(0.13515, 0.17267)	0.02236	0.35519	(0.34067, 0.36972)	0.1905	6.81883
chr3	6245	5	2	124	315	last_breed_formation_generation	False	TRUE	0.292	(0.269, 0.316)	0.674	(0.605, 0.743)	0.21311	(0.20516, 0.22106)	0.05011	0.36315	(0.35853, 0.36778)	0.20091	2.50414
chr1	6835	42	1	87	300	last_breed_formation_generation	False	TRUE	0.137	(0.133, 0.14)	0.266	(0.241, 0.291)	0.16775	(0.16651, 0.16899)	0.05446	0.32988	(0.32874, 0.33103)	0.19801	4.22296
chr1	6400	8	1	125	280	last_breed_formation_generation	False	TRUE	0.221	(0.209, 0.233)	0.464	(0.429, 0.499)	0.21188	(0.20758, 0.21618)	0.07228	0.35332	(0.35164, 0.35501)	0.21385	1.57346
chr3	6885	6	1	100	265	last_breed_formation_generation	False	TRUE	0.236	(0.226, 0.246)	0.56	(0.496, 0.623)	0.2302	(0.22627, 0.23413)	0.08035	0.35513	(0.35222, 0.35804)	0.21506	0.80219
chr1	6580	9	1	123	295	last_breed_formation_generation	False	TRUE	0.202	(0.194, 0.211)	0.442	(0.40, 0.483)	0.21085	(0.20796, 0.21374)	0.07206	0.35132	(0.34948, 0.35316)	0.21543	1.892
chr21	6695	12	2	122	250	last_breed_formation_generation	False	TRUE	0.239	(0.228, 0.25)	0.513	(0.464, 0.563)	0.18522	(0.18247, 0.18796)	0.05309	0.35247	(0.34939, 0.35554)	0.21092	1.86058
chr1	6990	5	1	84	285	last_breed_formation_generation	False	TRUE	0.235	(0.223, 0.246)	0.458	(0.421, 0.495)	0.24938	(0.24523, 0.25353)	0.10186	0.35865	(0.35624, 0.36105)	0.23023	0.87816
chr3	6775	7	5	104	305	last_breed_formation_generation	False	TRUE	0.379	(0.347, 0.411)	0.801	(0.737, 0.866)	0.17092	(0.16238, 0.17945)	0.01944	0.36352	(0.35532, 0.37173)	0.18405	4.98745
chr2	6505	5	1	117	275	last_breed_formation_generation	False	TRUE	0.245	(0.234, 0.257)	0.611	(0.547, 0.675)	0.23452	(0.23, 0.23904)	0.07618	0.35573	(0.35334, 0.35813)	0.21067	1.02095
chr1	6650	9	1	90	350	last_breed_formation_generation	False	TRUE	0.168	(0.162, 0.175)	0.328	(0.299, 0.357)	0.22841	(0.22578, 0.23103)	0.09728	0.34313	(0.34143, 0.34483)	0.22228	2.37293
chr1	6905	7	2	80	265	last_breed_formation_generation	False	TRUE	0.261	(0.245, 0.276)	0.555	(0.508, 0.601)	0.21603	(0.21057, 0.2215)	0.07108	0.35767	(0.35392, 0.36142)	0.21712	1.43753
chr3	6340	5	1	92	330	last_breed_formation_generation	False	TRUE	0.221	(0.205, 0.237)	0.456	(0.40, 0.511)	0.25143	(0.24523, 0.25764)	0.10259	0.35592	(0.35282, 0.35902)	0.22482	1.24278
chr1	6770	11	1	120	290	last_breed_formation_generation	False	TRUE	0.196	(0.192, 0.201)	0.417	(0.39, 0.445)	0.2036	(0.20177, 0.20544)	0.07099	0.34798	(0.34654, 0.34942)	0.2133	2.0793
chr1	6570	7	1	88	275	last_breed_formation_generation	False	TRUE	0.213	(0.202, 0.223)	0.431	(0.392, 0.47)	0.23085	(0.22643, 0.23527)	0.09043	0.34991	(0.34796, 0.35186)	0.21969	1.42758
chr3	6700	9	2	82	310	last_breed_formation_generation	False	TRUE	0.206	(0.192, 0.221)	0.427	(0.383, 0.47)	0.21609	(0.2113, 0.22087)	0.07845	0.34689	(0.34434, 0.34944)	0.21396	1.94519
chr1	6995	7	1	85	290	last_breed_formation_generation	False	TRUE	0.206	(0.196, 0.216)	0.435	(0.393, 0.477)	0.23361	(0.22937, 0.23786)	0.09553	0.34865	(0.34692, 0.35038)	0.22058	1.45478
chr28	6455	5	1	86	260	last_breed_formation_generation	False	TRUE	0.239	(0.224, 0.253)	0.48	(0.419, 0.54)	0.25027	(0.24468, 0.25587)	0.10201	0.35652	(0.35348, 0.35957)	0.2249	1.01856
chr1	6890	8	1	124	280	last_breed_formation_generation	False	TRUE	0.22	(0.211, 0.229)	0.502	(0.453, 0.552)	0.21254	(0.20936, 0.21573)	0.07319	0.35076	(0.34919, 0.35234)	0.21138	1.42222
chr9	6790	5	1	91	245	last_breed_formation_generation	False	TRUE	0.259	(0.24, 0.277)	0.545	(0.473, 0.617)	0.24227	(0.23532, 0.24922)	0.09489	0.35739	(0.35393, 0.36086)	0.22333	1.0524
chr3	6575	10	1	89	300	last_breed_formation_generation	False	TRUE	0.181	(0.173, 0.19)	0.369	(0.341, 0.397)	0.21843	(0.21603, 0.22083)	0.08601	0.3438	(0.34148, 0.34613)	0.21713	2.25869
chr1	2630	7	2	122	270	last_breed_formation_generation	False	TRUE	0.281	(0.264, 0.297)	0.618	(0.564, 0.672)	0.20219	(0.1966, 0.20778)	0.04066	0.35917	(0.35702, 0.36132)	0.19482	2.22206
chr1	6205	5	1	93	320	last_breed_formation_generation	False	TRUE	0.22	(0.211, 0.23)	0.451	(0.415, 0.487)	0.25236	(0.24791, 0.25681)	0.10403	0.35551	(0.35282, 0.35819)	0.22744	1.08376
chr20	6710	8	1	84	290	last_breed_formation_generation	False	TRUE	0.205	(0.194, 0.217)	0.409	(0.376, 0.443)	0.22833	(0.22435, 0.2323)	0.09984	0.34767	(0.34529, 0.35005)	0.22568	1.66365
chr3	6880	21	2	98	280	last_breed_formation_generation	False	TRUE	0.174	(0.168, 0.181)	0.335	(0.305, 0.364)	0.18141	(0.17955, 0.18326)	0.05776	0.34061	(0.33922, 0.342)	0.20675	3.22637
chr1	6385	6	1	120	305	last_breed_formation_generation	False	TRUE	0.225	(0.212, 0.238)	0.535	(0.467, 0.604)	0.22952	(0.22469, 0.23434)	0.08061	0.35602	(0.35397, 0.35807)	0.21652	1.02216
chr1	6625	7	1	86	255	last_breed_formation_generation	False	TRUE	0.216	(0.208, 0.224)	0.459	(0.42, 0.498)	0.23079	(0.22766, 0.23392)	0.08909	0.35046	(0.34836, 0.35257)	0.2206	1.21224
chr3	6825	5	2	106	290	last_breed_formation_generation	False	TRUE	0.311	(0.293, 0.33)	0.703	(0.646, 0.76)	0.21122	(0.20483, 0.21762)	0.05023	0.36358	(0.35864, 0.36851)	0.20102	2.75344
chr1	6990	10	1	90	270	last_breed_formation_generation	False	TRUE	0.196	(0.188, 0.204)	0.416	(0.377, 0.455)	0.21309	(0.21065, 0.21553)	0.08151	0.34472	(0.34287, 0.34657)	0.21647	2.02068
chr1	6530	8	1	102	295	last_breed_formation_generation	False	TRUE	0.201	(0.195, 0.207)	0.433	(0.391, 0.476)	0.2235	(0.2214, 0.22559)	0.08737	0.35244	(0.35099, 0.35389)	0.22241	1.62466
chr3	7000	13	1	88	280	last_breed_formation_generation	False	TRUE	0.171	(0.164, 0.177)	0.372	(0.325, 0.42)	0.2074	(0.20597, 0.20884)	0.0791	0.34019	(0.338, 0.34237)	0.21387	2.66834
chr38	6710	5	1	92	265	last_breed_formation_generation	False	TRUE	0.25	(0.236, 0.264)	0.472	(0.418, 0.525)	0.24442	(0.23982, 0.24903)	0.09383	0.35643	(0.35214, 0.36072)	0.21767	1.0227
chr1	6790	7	2	80	310	last_breed_formation_generation	False	TRUE	0.245	(0.231, 0.26)	0.549	(0.50, 0.598)	0.22111	(0.21593, 0.22629)	0.07875	0.35491	(0.35204, 0.35778)	0.21682	1.13472
chr1	6475	9	1	99	285	last_breed_formation_generation	False	TRUE	0.195	(0.188, 0.202)	0.415	(0.381, 0.449)	0.21884	(0.21659, 0.2211)	0.08214	0.34728	(0.34543, 0.34913)	0.21852	1.86824
chr3	6610	5	1	82	300	last_breed_formation_generation	False	TRUE	0.235	(0.223, 0.247)	0.505	(0.46, 0.55)	0.24947	(0.2445, 0.25444)	0.10037	0.35395	(0.34966, 0.35824)	0.22047	0.74915
chr1	6770	7	1	87	275	last_breed_formation_generation	False	TRUE	0.209	(0.20, 0.217)	0.438	(0.395, 0.48)	0.23271	(0.22949, 0.23592)	0.09433	0.35094	(0.34891, 0.35297)	0.22301	1.37365
chr21	7000	11	2	93	255	last_breed_formation_generation	False	TRUE	0.228	(0.216, 0.24)	0.478	(0.424, 0.532)	0.19729	(0.19395, 0.20064)	0.06705	0.34932	(0.34584, 0.35281)	0.21258	1.80089
chr1	6660	5	1	84	565	last_breed_formation_generation	False	TRUE	0.18	(0.171, 0.188)	0.336	(0.313, 0.359)	0.27002	(0.26629, 0.27376)	0.13322	0.35124	(0.34853, 0.35395)	0.23829	2.35594
chr3	4010	9	1	89	290	last_breed_formation_generation	False	TRUE	0.185	(0.179, 0.191)	0.372	(0.344, 0.40)	0.22323	(0.22092, 0.22553)	0.08392	0.34411	(0.34211, 0.34612)	0.21166	2.04831
chr1	6855	7	1	91	270	last_breed_formation_generation	False	TRUE	0.208	(0.20, 0.216)	0.468	(0.414, 0.522)	0.23152	(0.22851, 0.23453)	0.09333	0.34904	(0.34711, 0.35098)	0.22067	1.33367
chr2	6320	5	1	97	315	last_breed_formation_generation	False	TRUE	0.225	(0.211, 0.24)	0.489	(0.434, 0.544)	0.24833	(0.24318, 0.25347)	0.09609	0.35557	(0.35389, 0.35726)	0.22269	0.94169
chr1	6480	7	1	94	280	last_breed_formation_generation	False	TRUE	0.211	(0.203, 0.219)	0.441	(0.414, 0.468)	0.23017	(0.22714, 0.2332)	0.08903	0.34989	(0.34756, 0.35222)	0.22164	1.30969
chr3	6690	9	2	86	300	last_breed_formation_generation	False	TRUE	0.206	(0.195, 0.218)	0.43	(0.381, 0.479)	0.21661	(0.21294, 0.22028)	0.07786	0.34946	(0.34726, 0.35167)	0.21687	1.86992
chr1	6865	5	1	83	245	last_breed_formation_generation	False	TRUE	0.26	(0.248, 0.272)	0.579	(0.543, 0.615)	0.24118	(0.23734, 0.24502)	0.08839	0.35807	(0.35596, 0.36018)	0.22195	0.86391
chr1	6580	7	1	100	260	last_breed_formation_generation	False	TRUE	0.226	(0.22, 0.232)	0.513	(0.471, 0.555)	0.22304	(0.22048, 0.22559)	0.07967	0.35259	(0.35075, 0.35442)	0.21669	0.99198
chr3	6770	5	2	88	335	last_breed_formation_generation	False	TRUE	0.275	(0.256, 0.294)	0.569	(0.52, 0.618)	0.23188	(0.22527, 0.23848)	0.07557	0.36334	(0.35968, 0.36701)	0.21657	1.40959
chr1	6435	11	1	92	290	last_breed_formation_generation	False	TRUE	0.18	(0.175, 0.185)	0.368	(0.34, 0.396)	0.21376	(0.21192, 0.2156)	0.0841	0.34239	(0.34054, 0.34424)	0.21659	2.30422
chr28	7000	7	1	90	270	last_breed_formation_generation	False	TRUE	0.225	(0.213, 0.238)	0.452	(0.409, 0.495)	0.22563	(0.221, 0.23026)	0.08483	0.35394	(0.35078, 0.3571)	0.22371	1.33092
chr1	6665	9	1	81	455	last_breed_formation_generation	False	TRUE	0.149	(0.144, 0.155)	0.284	(0.262, 0.305)	0.23502	(0.23318, 0.23687)	0.10744	0.33847	(0.33685, 0.3401)	0.22287	2.60529
chr9	6850	5	1	85	305	last_breed_formation_generation	False	TRUE	0.254	(0.237, 0.271)	0.501	(0.448, 0.554)	0.24277	(0.23637, 0.24917)	0.09939	0.35836	(0.3543, 0.36242)	0.22971	1.06324
chr3	6585	7	1	96	280	last_breed_formation_generation	False	TRUE	0.213	(0.20, 0.227)	0.427	(0.39, 0.465)	0.22764	(0.22268, 0.23259)	0.0855	0.35138	(0.34901, 0.35374)	0.21832	1.55468
chr1	6785	8	2	94	295	last_breed_formation_generation	False	TRUE	0.241	(0.222, 0.26)	0.536	(0.492, 0.58)	0.21082	(0.20448, 0.21717)	0.07104	0.35253	(0.35069, 0.35437)	0.21418	1.42232
chr1	7000	5	1	88	265	last_breed_formation_generation	False	TRUE	0.244	(0.234, 0.254)	0.53	(0.482, 0.579)	0.2467	(0.24283, 0.25057)	0.09821	0.35739	(0.35464, 0.36015)	0.22449	0.6696
chr3	6995	100	1	109	245	last_breed_formation_generation	False	TRUE	0.19	(0.185, 0.194)	0.391	(0.362, 0.42)	0.13391	(0.13268, 0.13515)	0.0207	0.34006	(0.3387, 0.34142)	0.18657	3.71686
chr20	6875	9	2	87	400	last_breed_formation_generation	False	TRUE	0.195	(0.183, 0.207)	0.382	(0.332, 0.432)	0.21924	(0.21538, 0.2231)	0.09226	0.34691	(0.34401, 0.34982)	0.2223	2.19465
chr1	6900	7	1	88	255	last_breed_formation_generation	False	TRUE	0.219	(0.211, 0.227)	0.492	(0.431, 0.553)	0.23092	(0.22795, 0.2339)	0.08773	0.35162	(0.34897, 0.35427)	0.22138	1.1232
chr1	6190	5	1	90	240	last_breed_formation_generation	False	TRUE	0.263	(0.252, 0.274)	0.57	(0.51, 0.629)	0.23935	(0.23575, 0.24295)	0.08325	0.35701	(0.35481, 0.35921)	0.21705	0.97177
chr3	7000	11	1	108	260	last_breed_formation_generation	False	TRUE	0.199	(0.191, 0.208)	0.41	(0.373, 0.448)	0.2039	(0.20133, 0.20646)	0.07101	0.34936	(0.34763, 0.3511)	0.21577	2.18488
chr1	6735	7	1	86	250	last_breed_formation_generation	False	TRUE	0.22	(0.209, 0.231)	0.47	(0.437, 0.503)	0.22897	(0.22598, 0.23195)	0.08731	0.34967	(0.3474, 0.35194)	0.21999	1.16769
chr1	6715	5	1	89	265	last_breed_formation_generation	False	TRUE	0.248	(0.237, 0.26)	0.539	(0.483, 0.595)	0.24517	(0.24147, 0.24888)	0.09233	0.35861	(0.35597, 0.36124)	0.22226	0.69847
chr3	6365	9	2	87	255	last_breed_formation_generation	False	TRUE	0.231	(0.224, 0.239)	0.479	(0.438, 0.519)	0.20912	(0.20676, 0.21148)	0.06951	0.35203	(0.34969, 0.35438)	0.21387	1.3602
chr1	6565	7	1	84	265	last_breed_formation_generation	False	TRUE	0.215	(0.207, 0.223)	0.446	(0.406, 0.485)	0.23144	(0.22862, 0.23425)	0.09112	0.35173	(0.35007, 0.35338)	0.22387	1.2546
chr38	6820	5	1	90	270	last_breed_formation_generation	False	TRUE	0.253	(0.231, 0.275)	0.464	(0.414, 0.514)	0.24321	(0.23471, 0.25171)	0.0999	0.35779	(0.35139, 0.36419)	0.22714	1.28686
